79.5,5,79.5,5.521460918
79.65,4.3,79.65,5.370638028
79.8,3.8,79.8,5.247024072
79.95,3.4,79.95,5.135798437
80.1,3.2,80.1,5.075173815
80.25,2.9,80.25,4.976733742
80.4,2.6,80.4,4.86753445
80.55,2.4,80.55,4.787491743
80.7,2.2,80.7,4.700480366
80.85,2,80.85,4.605170186
81,1.9,81,4.553876892
81.15,1.7,81.15,4.442651256
81.3,1.6,81.3,4.382026635
